id,text,anger,disgust,fear,joy,sadness,surprise,emotions,language
afr_train_track_a_00024,ek wil ook alle landsburgers bedank vir hul deursettingsvermoë en geduld in die lig van die huidige moeilikhede.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00025,hierdie is almal plekke wat in die genoemde tekste ter sprake kom.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00026,in haar era was sy 'n lewende legende; vandag weet bitter min egter van haar.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00027,maar niemand behalwe onsself kan sorg dat hierdie droom verwesenlik word nie.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00028,in hierdie verband wil ons ons reëlingskomitee (oc) en ander vennote gelukwens met die uitmuntende werk wat hulle verrig.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00029,in januarie 1981 beleef die nuyvallei die laingsburg-vloed wat 'n spoor van verwoesting nalaat.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00030,die vryheidsmanifes vorm ook die basis van die grondwet.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00031,die nommer bevat hoofartikels en berigte uit ons land van 3 desember 1904 pres.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00032,die rgn sou graag behulpsaam wees met die uitbou van die museum.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00033,"toe die verslaggewer egter later daar opdaag, wou sy nie hê dat dit gepubliseer word nie.",0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00034,jaarliks word daar ongeveer r47 miljoen aan hierdie diens bestee.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00035,ons het nog ’n ver pad om te gaan.,0,0,1,0,0,,['fear'],afrikaans
afr_train_track_a_00036,daar is feitlik elke dag insidente van verdrinkings of amperse verdrinkings.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00037,"schoeman aan hom gegee het, vir naln saamgebring.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00038,ek wil ook graag met eskom kan skou.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00039,daar is egter 'n ernstige behoefte aan 'n groter orgaan skenkersbewustheid.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00040,die beginsel van veeltaligheid is belangrik wanneer regte en dienslewering in ag geneem word.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00041,baie families in die wes-kaap sonder broodwinners moet nou aangaan met hul lewens en moet probeer om vrede en berusting te vind.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00042,ons departement het die nasionale taalbeleidraamwerk ingestel.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00043,"voorsitter, daar is heel waarskynlik nog 'n hele aantal ander sake wat u wil opper.",0,0,1,0,0,,['fear'],afrikaans
afr_train_track_a_00044,"die posmeester, die dorpsdokter en die skoolmeester is gewoonlik die mense wat die meeste van die dorp af weet.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00045,"die kabinet het dit goedgekeur dat die laaste pakket van safcol, die komatilandwoude, van ontslae geraak moet word.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00046,my oupa was die eerste perdewedren kommissaris in die dertigerjare.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00047,die eerste hiervan is 'n kommersiële voertuig wat die gemeenskap van die richtersveld betrek by hul eie ontwikkeling.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00048,die komitee is kragtens die wes-kaapse provinsiale taalwet ingestel.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00049,verskeie taalmonumente is landwyd opgerig.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00050,"toe anlen die volgende oggend by naln kom kuier het, het sy 'n klein versameling briefies saamgebring.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00051,"sy was die skryfster van 'n groot aantal kinderversies en rympies in afrikaans, reeds vanaf die dertigerjare.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00052,"hulle is bekommerd oor ons vermoë om die demokratiese regte en die demokratiese grondwet wat uit enorme opofferings gebore is, te beskerm.",0,0,1,0,0,,['fear'],afrikaans
afr_train_track_a_00053,hierdie pogings is deur ons openbare werke-program versterk.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00054,"hulle mag nou in die groot stede woon, maar hulle kom van die boland.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00055,hierdie aanbod toon hoe die belangegemeenskap naln kan help om steeds positief oor die toekoms te bly.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00056,"dit moet gebeur deur u ekonomies selfstandig te maak deur middel van projekte soos hierdie, waarvan u deel is.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00057,daarmee sê ek nie dat onderwys kultuurloos en karakterloos moet wees nie; dat onderwys 'n instrument tot gedwonge uniformiteit moet word nie.,0,0,1,0,1,,['fear' 'sadness'],afrikaans
afr_train_track_a_00058,ons moet immers met ons politici ook kan skou.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00059,u kan waarlik trots wees op dit wat u vermag het om dalrose die skool te maak wat dit is.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00060,"die plaas word verbou deur ""harmony farming"" wat 'n 50/50 vennootskap is tussen harmony trust en môrester landgoed.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00061,hierdie onmiddellike maatreëls sal gelei word deur die beginsel van ’n teensikliese fiskale beleid.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00062,ek wil u almal bedank vir die pragtige bydrae om te toon dat grondhervorming en bemagtiging binne landbou suksesvol kan plaasvind.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00063,beleidsverandering moet fokus op ingrypings om werksgeleenthede vir jongmense te skep.,0,0,1,0,0,,['fear'],afrikaans
afr_train_track_a_00064,"dit dateer reeds uit die era toe die vestiging van 'n ""vrystaatse skrywersbiblioteek"" in bloemfontein bepleit is.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00065,hierdie party se beleid is dus duidelik.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00066,intensiewe stappe word geneem om te verseker dat hierdie werk op skedule bly.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00067,welcome het nog 'n idee: 'n gemeenskapsnavorsingsprojek waarvan die inkomste terugvloei na die skool.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00068,in 1961 volg nog 'n groot omwenteling: die unie word die republiek.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00069,ons kapitaalinvesteringsprogram lê ten grondslag aan ons strategie vir ekonomiese herstel en groei.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00070,dit moet egter ontwikkel word op so 'n wyse dat dit die potensiaal van hierdie mooi land ten volle kan ontsluit.,0,0,1,1,0,,['fear' 'joy'],afrikaans
afr_train_track_a_00071,"ofskoon die reeks instellings wat op spontane wyse hieruit gaan ontspring nie homogeen in voor-koms, bedryfsmodel, e.d.m.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00072,die koste van die projek beloop r615 000 per jaar.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00073,cornelis jacob langenhoven is gebore in die nag tussen 12 en 13 augustus in 1873.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00074,dit sal die grondslag lê waarvolgens alle maatskaplike vennote plaaslike ekonomiese ontwikkeling kan bespoedig.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00075,andré thops is die alleeneienaar van die plaas olyfkloof wat hy in 2004 gekoop het (42 ha).,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00076,hy was lank voorsitter van die oranjeklub en menige jongmens het hulle eerste tuiste in kaapstad gevind in sy huis in tamboerskloof.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00077,"die dreinering van breinkrag deur emigrasie is ooglopend uit ons eie volk se oogpunt asook streeksverband, onwenslik.",0,0,1,0,1,,['fear' 'sadness'],afrikaans
afr_train_track_a_00078,"boonop kry boere 'n vyf-jaar belastingvakansie, en word hulle vrygestel van invoerbelasting op alle landbou-insette en -toerusting.",0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00079,"die europese unie het byvoorbeeld begin met elf tale, tot op hede het dit vermeerder na 21.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00080,ons kan nooit ons rug op hulle draai nie.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00081,die vraag is hoe lank wil diesulkes gereed wees voordat hulle oorgaan tot die implementering van projekte.,1,0,0,0,0,,['anger'],afrikaans
afr_train_track_a_00082,daar is nog net drie maande oor voor hierdie geskiedkundige gebeurtenis plaasvind.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00083,dit het tot 'n verenigde staat gelei.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00084,oral is daar bekommerde en soms beswaarde gesprekke oor wat van die afrikaanse taal en kultuur word.,0,0,1,0,1,,['fear' 'sadness'],afrikaans
afr_train_track_a_00085,hier sou die hele stroom in twee gelyke dele verdeel word tussen boonste besitters en onderste besitters.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00086,die regstelling van historiese onewewigtigheid en marginalisering is belangrike prioriteite van die staat.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00087,"program direkteur, ek wil afsluit deur vir u te sê dat hierdie projek die elim-gemeenskap volwaardig deel maak van landbou.",0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00088,"vandag is vaste belegging as persentasie van die bruto binnelandse produk - teen sowat 18,4% - op sy hoogste vlak sedert 1991.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00089,nog baie meer is sonder elektrisiteit en sanitasie.,1,0,0,0,1,,['anger' 'sadness'],afrikaans
afr_train_track_a_00090,die beginsel is dan dat die gemeeenskaplike funksies gesamentlik met die ander kultuurgemeenskappe bestuur word.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00091,"haar oë vonkel as sy met die hand na al die geliefde, bekende karakters beduie.",0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00092,denel n bedrag van r400 miljoen is verkry deur die afsetting van bates wat nie as essensieël beskou word nie.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00093,berna ackerman was die skrywersgas en sou self liesbet se verhaal aan die hand van bloemfonteinse bakens vertel.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00094,dit sal ons kommunikasie verbeter en ons almal sal 'n aandeel hê aan 'n suid-afrika wat werklik aan almal behoort.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00095,de wet na die boerekommando?s gegaan het om haar man te besoek.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00096,die boerdery moet aan u 'n geleentheid bied om u totale menswees te kan uitleef.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00097,een van die dinge wat hierdie skool so spesiaal maak is juis dat julle gekies het om hierdie geleentheid te vier.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00098,en dié kom toe op die vooraand van die 24ste in die vorm van tobie cronjé en steve hofmeyr.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00099,die ontwikkeling van nuwe programme is dus van kardinale belang.,0,0,1,0,0,,['fear'],afrikaans
afr_train_track_a_00100,ons sal saam met julle aan die regte deure klop om by die oplossing uit te kom.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00101,"omdat die laboratoriums wat die tegniek uitvoer beperk is, word daar tans dikwels vertragings ondervind met die verkryging van resultate.",0,0,1,0,1,,['fear' 'sadness'],afrikaans
afr_train_track_a_00102,binne korrektiwe dienste wil ons hulle wys dat hulle menslik is en dat ons seker wil maak dat hulle wel kan verander.,0,0,0,1,1,,['joy' 'sadness'],afrikaans
afr_train_track_a_00103,daardie argiewe vertel van die lywige korrespondensie tussen hom en dr. a. kuyper.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00104,programme ter verbetering van ons stelsel van plaaslike regering word teen 'n vinnige pas voortgesit.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00105,daarom plaas ek die oorblywende jare van my lewe in julle hande.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00106,"boere en werkers lyk nie noodwendig anders nie, en dit is iets positiefs wat tans aan die gebeur is.",0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00107,daar is ook geen twyfel nie dat ons meer selfwerksaamheid kan skep deur middle van klein en mikro-ondernemings.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00108,terselfdertyd wens ons die mense van zimbabwe alle sukses toe met die verkiesing wat vir 29 maart beplan word.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00109,wel dikwels voel ons dat ons eintlik nie so spesiaal is nie.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00110,laat ons ook met mekaar praat in die verskillende tale van ons land.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00111,"wat 'n dag moes wees met 'n tydelike afskeid omdat mense werk toe gegaan het, het 'n permanente afskeid geword.",0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00112,in desember 2009 het die kabinet 'n omkeerstrategie vir die plaaslike regering goedgekeur.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00113,om in hulle te belê is inderdaad 'n strategiese belegging.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00114,"so byvoorbeeld het die verbruikersprysindeks vir voedsel (vpi-voedsel) oor die tydperk april 2007 tot april 2008 met 15,7 percent gestyg.",0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00115,r700 miljoen is alreeds aan die sandf bewillig om hierdie program te verskerp.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00116,die sterkte van ons wisselkoers op die hoogtepunt van die seisoen het ook die pryssituasie vererger.,0,0,1,0,1,,['fear' 'sadness'],afrikaans
afr_train_track_a_00117,u woon in 'n pragtige deel van die provinsie.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00118,en ons is vasberade om 'n sukses daarvan te maak.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00119,ons as kabinet wou ook graag self die mense van die wes-kaap ontmoet en hoor wat hulle probleme en tekortkominge is.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00120,die groot uitdaging in die volgende paar jaar gaan wees om die regte balans te kry tussen hierdie rolspelers.,0,0,1,0,0,,['fear'],afrikaans
afr_train_track_a_00121,"om ons ekonomiese groei en ontwikkeling nog verder te bespoedig, sal ons die industriële beleidsaksieplan implementeer.",0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00122,"indien toerisme 'n volhoubare komponent van die suid-afrikaanse ekonomie gaan wees, moet die bedryf groei en transformeer.",0,0,1,0,0,,['fear'],afrikaans
afr_train_track_a_00123,skietfontein was 2 000 morg groot.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00124,hulle is 'n simbool van die opofferings wat baie moes maak wat soveel weens apartheid moes trotseer.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00125,dit is vanselfsprekend dat ons die stryd teen misdaad moet voortsit en verskerp.,0,0,1,0,0,,['fear'],afrikaans
afr_train_track_a_00126,hierdie tipe eensydige beriggewing doen afbreek aan die bou van gesonde verhoudinge binne die landboubedryf en dit is werklik betreurenswaardig.,1,0,0,0,1,,['anger' 'sadness'],afrikaans
afr_train_track_a_00127,dit is tot niemand se voordeel en help niemand as ons eenkant staan en vingers wys nie.,1,0,0,0,1,,['anger' 'sadness'],afrikaans
afr_train_track_a_00128,"ons moet seker maak dat wanneer hulle uit die gevangenis kom, dat hulle nie na misdaad teruggaan nie.",0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00129,ruim meer as 'n miljoen eksemplare is daarvan verkoop.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00130,"insluitende die paramediese dienste, dokters, verpleegsters en die sakelui.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00131,ons sal gesondheidsprogramme in skole herinstel.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00132,om die gehawende nuyrivier min of meer tot sy oorspronklike loop te kanaliseer sou ± r160 000 beloop.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00133,my vurigste begeerte was om kunsskilder te word.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00134,"staatsdiens het mos nie meer geld nie, né).",0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00135,hierdie deeldam is offisieël op 30 september 1908 deur john x. merriman geopen.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00136,maar daar bestaan geen twyfel dat hierdie program in ’n beduidend hoër rat oorgeskakel kan en moet word nie.,0,0,1,0,0,,['fear'],afrikaans
afr_train_track_a_00137,"wat van belang is, is dat hierdie soort seëls nou nie juis ernstige filateliste opgewonde sal maak nie.",0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00138,die oom het toe maar na baie jare se gesukkel besluit om op te gee en sy goed op 'n vendusie te verkoop.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00139,dit is wat ons gaan doen.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00140,ek het probeer om nie struikel nie; ek het ’n paar misstappe langs die pad gegee.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00141,"hoofstuk 4 begin met 'n ""uilspieël""-seël (eweneens uit melita se uitstalling).",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00142,"ons het eers buite gelê en wag en signale gemaak vir 'n piloot,"" vertel sy ekstaties.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00143,dit is egter te gou om seker te wees oor die tempo van hierdie herstelproses.,0,0,1,0,0,,['fear'],afrikaans
afr_train_track_a_00144,"dit is ook ons geleentheid, as landbouers, om die publiek positief in te stem teenoor landbou.",0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00145,in dié hoedanigheid het hy ook gedien op die naln-beurskomitee en die kuratoriums van die stigting naln en die a.d. keet-publikasiefonds.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00146,ons moet in ons jeug belê ten einde 'n vaardige en bekwame werksmag te verseker wat groei en werkskepping ondersteun.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00147,"nadat hulle na jare weer bymekaar kom, praat hulle toe oor wat hulle vir hulle bejaarde moeder gedoen het.",0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00148,kompetisie tussen die verskillende verbruikersektore om die beskikbare water gaan nog toeneem.,0,0,1,0,1,,['fear' 'sadness'],afrikaans
afr_train_track_a_00149,"die suid-afrikaanse volstruisbedryf verskaf werk aan sowat 16 000 mense en verdien r1,2 miljard per jaar aan buitelandse valuta vir die land.",0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00150,dit is belangrik en nodig dat daar persone is wat daardie werke kan doen.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00151,ons sal nogtans verseker dat die leningsvlakke van die regering versigtig en volhoubaar is.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00152,"ons doen hiermee 'n oproep aan individue, leeskringe, skrywersverenigings, kultuurverenigings, skole, ens.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00153,die afrikaanse taal-saak het in al daardie jare baie na aan die hart van die politieke saak geklop.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00154,die meeste van die seëls word ironies aangewend.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00155,ons moet ook geslagsgelykheidsmaatreëls in die regering se aksieprogram integreer.,0,0,1,0,0,,['fear'],afrikaans
afr_train_track_a_00156,hierdie probleme het saamgeval met ’n tydperk waarin inflasie en rentekoerse steeds te hoog was.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00157,die projek is in 2005 begin met nege aandeelhouers wat bestaan uit die personeel van die de doorns wynkelder.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00158,"dit is baie duidelik dat die reguleringstelsel wat ons in plek het, onvoldoende is.",1,0,0,0,1,,['anger' 'sadness'],afrikaans
afr_train_track_a_00159,ons sien uit na jou volgende kuier.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00160,die nuwe regering in die wes-kaap glo dat elke inwoner die vryheid moet hê om homself op te werk in die lewe.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00161,roofdierbeheer is tans 'n sensitiewe kwessie.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00162,"die navorsing in verband met die 231 plaaslike munisipaliteite, 46 distriksmunisipaliteite en ses metropolitaanse munisipaliteite is deur empowerdex gedoen.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00163,in berna se verhaal het die hoofkarakter in dié saal gelê terwyl sy van maagkoors herstel het.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00164,ons staan reeds saam om te werk aan 'n beter lewe vir almal.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00165,na die onlangse verkiesings het die politieke landskap in suid afrika interessante veranderings ondergaan.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00166,die provinsiale regering het ten doel om die kwaliteit van lewe van al die mense in die provinsie te verbeter.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00167,"die tweede, hersiene uitgawe van lig uit die ooste verskyn in 1966, nadat die skrywer reeds oorlede is.",0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00168,deur 'n oop raam het verre snaarmusiek en sagte lamplig op die stilte getril.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00169,"juis daarom het ek sita, die staatsinligtingstegnologieagentskap versoek om hulp.",0,0,0,0,0,,[],afrikaans
afr_train_track_a_00170,jack holloway se professionele lewe het begin as onderwyser aan grey kollege.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00171,kaapstad het 'n pynlike geskiedenis van skeiding wat steeds sigbaar is in woongebiede wat langs rasselyne verdeel is.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00172,dit laat haar juis onthou van haar tante se kinderversies wat sy destyds getoonset het.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00173,die groei- en ontwikkelingsberaad verlede jaar was 'n goeie begin.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00174,deur saam te werk kan ons meer doen.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00175,ons het nog baie werk wat dit aanbetref.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00176,suid afrika behoort met al sy riviere te kan skou.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00177,dit impliseer ook 'n vinnige afname in regeringskuldvlakke wanneer toestande weer 'n gunstige wending neem.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00178,hulle het ons trane laat stort.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00179,ek soek dringend studente vanuit minderbevoorregte gemeenskappe met wiskunde en wetenskap om in landbou te studeer.,0,0,0,0,1,,['sadness'],afrikaans
afr_train_track_a_00180,ten spyte van al die positiewe syfers meen bredell egter dat daar steeds ruimte vir verbetering is.,0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00181,"meertaligheid is 'n feit, 'n bate en 'n grondwetlike reg en opdrag.",0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00182,"ek glo baie sterk daaraan dat om te kan boer nie 'n reg is nie, dis 'n voorreg.",0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00183,"lande soos suid afrika wat afskop met 'n gebrek aan vaardighede, kan vinnig, verder en verder agter raak.",0,0,1,0,1,,['fear' 'sadness'],afrikaans
afr_train_track_a_00184,"die arbeidstatistiek wat dinsdag vrygestel is, dui daarop dat die ekonomie tans werksgeleenthede skep eerder as om dit in te boet.",0,0,0,1,0,,['joy'],afrikaans
afr_train_track_a_00185,dit sal in 'n ouditeerbare skriftelike verslag opgeteken word.,0,0,0,0,0,,[],afrikaans
afr_train_track_a_00186,"die baken in die suidekant het bo-op magaliesberg gestaan en die een in die noorde, daar onder in die wye vlaktes.",0,0,0,0,0,,[],afrikaans
