text,aspect,sentiment_label,language
-1,TONAKHOLO O TLO FANA KA LINKU HO BALISANA BA 108,1,sesotho
-1,TONAKHOLO O KHENOLA MOPARAMENTE HAPE,-1,sesotho
-1,MOPARAMENTE OA MEHLENG O SHAPELA TONAKHOLO LEHOFI,1,sesotho
1,KE LESHANO HORE PHATHI E TLO KOPANELA PUSO,-1,sesotho
-1,MOPARAMENTE O BOELA A TSOA PUO KA TSA HO TŠOAROA HA HAE,-1,sesotho
0,MOPARAMENTE O JOOA KE LINTA TSA KOBO EA HAE,-1,sesotho
-1,SEPOLESA SE TLOLA MOLAO KA HO TŠOARA MOPARAMENTE,-1,sesotho
-1,MOPARAMENTE OA BOHANYETSI O TŠOEROE,-1,sesotho
-1,'MOLAI OA MOPARAMENTE OA MEHLENG O FUOA BEILE,-1,sesotho
-1,MOPARAMENTE O KENYA SEPOLESA SESOLE LE MAUTLOELA TSELENG,1,sesotho
1,'MUSO O TSOILE BOHANYETSI SHIBOBO,1,sesotho
1,HA U TŠABA U TŠABE MOPARAMENTE,-1,sesotho
-1,MAPARAMENTE A MANG A PHATHI A LELEKUOE,-1,sesotho
1,MOPARAMENTE OA PHATHI O BEHA TONAKHOLO POOANENG,-1,sesotho
-1,PULA KE MAHLOPHA A SENYA,-1,sesotho
-1,MOFU O SHAPILE MOSALI OA MOTHO HA A TLA BOLAOA,-1,sesotho
-1,MAEMONG A NEPAHETSENG HA HO MOTHO EA KA JANG NAMA EA NTJA,-1,sesotho
1,RAMOPHATHO O TŠOEROE KAMOR'A HO LEKA HO BOLAEA EO PELAELO ELENG HORE O BUILE KOMA,-1,sesotho
-1,HO UTLOAHALA HO KHABOLA HA SETHUNYA BOIPILETSONG BA BAITHUTI BA SEKOLO SE PHAHAMENG,-1,sesotho
-1,MOSALI O HLAJOA KA THIPA A LE LAPENG BOSIU,-1,sesotho
-1,METSOFE E KHUTLILE E SA KHOLA MAOBANE,-1,sesotho
-1,BALATELI BA PHATHI BA BATLA MOETAPELE A LELEKE MOPARAMENTE OA BOHLANO,-1,sesotho
-1,HO PHETHILE MAPARAMENTE A PHATHI A TEBETSOE BOPHELO BOHLE,-1,sesotho
-1,TONAKHOLO O PHELISA SECHABA KA LESHANO,-1,sesotho
-1,UTLOA TSA LETONA LA 'MUSO O LITULONG KAJENO,0,sesotho
1,MATLO A 20 A TLALEHOA A FEFOHILE,-1,sesotho
-1,HO TLOSOA BOTO EA PHATHI OFISING,-1,sesotho
-1,MOPARAMENTE O LO LOKISA TSELA EA HABO KA SONTAHA,1,sesotho
1,LETONA LE NETEFATSA HORE COVID-19 E FUMANOE BANENG BA SEKOLO,-1,sesotho
-1,'MUSO O QALELETSE HO LOKISA LITSELA,1,sesotho
-1,FEME E 'NGOE E BEHELLA BASEBELETSI KAOFELA KA THOKO,-1,sesotho
-1,MOETAPELE OA PHATHI O PHAPHATHA TONAKHOLO LEHETLA,1,sesotho
-1,MONNA O OELOA KE TSIETSI,-1,sesotho
-1,TSEBA NA MOKHOTHALETSUOA O HAKAE KA MOTEBO OA SEPOLESA,0,sesotho
1,SEPOLESA SE NTSE SE SO FIHLE MOO NTJA E FUMANOENG E MOMME SETOTSOANA,-1,sesotho
-1,MOPARAMENTE O PEPESA BOFOKOLI BA TONAKHOLO,-1,sesotho
0,LITABA TSE MONATE HO MATAOA,1,sesotho
-1,LINTLHA-KHOLO POLELONG EA MOETAPELE SEBOKENG SA MOKHA OA POLOTIKI,0,sesotho
1,LITABA TSE MONATE HO SECHABA,1,sesotho
-1,MOPARAMENTE O PHOQA TONAKHOLO,-1,sesotho
-1,MOLIMO KE MOLATELI OA SEHLOPHA SA BOLO,1,sesotho
-1,TONAKHOLO O LOKELA HO OELA,-1,sesotho
-1,QETO EA HO NYOLLA LITEFISO TSA METSI E TLA PHATLALATSOA KAJENO,-1,sesotho
-1,UTLOA LITABA TSA MOPARAMENTE KA TONAKHOLO,0,sesotho
-1,BATHO BA ROBONG BA TŠOEROE,-1,sesotho
-1,BATHO BA TLA TSAMAEA BOSIU BA TLO AHLOLOA M10 000,-1,sesotho
1,KE BATHO BA 54 BA TIMETSENG SELEMONG SENA,-1,sesotho
-1,TONAKHOLO O TLO NTŠA POLELO MABAPI LE LEFU LA SEBOHOLI,-1,sesotho
-1,SEBOHOLI SE THUNTSOE SE FELETSOE KE BOPHELO,-1,sesotho
0,MOKOETLISI OA SEHLOPHA SA BOLO O FUMANE KOTSI O LEMETSE,-1,sesotho
1,NA BOPHELO BA TONAKHOLO BO TSIETSING,-1,sesotho
1,SETHO SA PHATHI SE SEBOKO KE 'MUSO O LITULONG,-1,sesotho
-1,MOKULI O LLA SEBOKO SE HLOMOLANG PELO SEPETLELE,-1,sesotho
-1,HA HO BAOKI SEPETLELE,-1,sesotho
-1,BAOKI BA IPELAETSA KHAHLANONG LE 'MUSO,-1,sesotho
-1,METSOFE E SE E TLO KHOLA KHOELING ENA,1,sesotho
0,HO NTSENG HO NA HA SE PULA KE MEEOKHO EA BALATELI BA SEHLOPHA SA BOLO,-1,sesotho
-1,MAQHEKU LE MAQHEKOANA HA A TLO KHOLA,-1,sesotho
0,'MUSO O QALELETSE HO PATALA BAOKI,1,sesotho
-1,SECHABA SE TLO SULAFALLOA BOESA,-1,sesotho
0,HO TLA THAKHOLOA CHELETE E NCHA BOESA,1,sesotho
-1,LIBINI LI TLO KOPANELA PINA,1,sesotho
-1,LITŠEPISO TSA TONAKHOLO LI FETOHA LEFELA,-1,sesotho
0,MONNA OA HO TŠELA CHILISI BOTHONG BA MOSALI O HLOLEHA HO HLAHA KHOTLA,-1,sesotho
-1,MONNA O TŠELA CHILISI KA BOTHONG BA MOSALI OA HAE,-1,sesotho
0,TONAKHOLO O HLOLEHA HO BUSA O TSEKA LINAMA,-1,sesotho
-1,TUMELO EA CHRIST KE EONA E KHOLO HO FETA LITUMELO TSOHLE LEFATŠENG,1,sesotho
1,SETHO SA PHATHI SE ITOMA MOHATLA,-1,sesotho
1,'MUSO O RERETSOE BOBE,-1,sesotho
1,HA KE TLO NYEKA TONAKHOLO,-1,sesotho
1,LITABA TSE MONATE HO SECHABA SOHLE,1,sesotho
1,LINTLHA-KHOLO POLELONG EA TONAKHOLO,0,sesotho
-1,PHAFA E BALEHISA MOKOETLISI,-1,sesotho
-1,SEBINI SE TLO NTŠA LETLAPA LE LECHA,1,sesotho
-1,CHELETE EA LIPAMPIRI LE EA TŠEPE LI TLO FELISOA,0,sesotho
-1,BABELAELLOA POLAONG EA SEBINI BA TŠOEROE,1,sesotho
-1,KOLOI E CHAISA NGOANA KAJENO,-1,sesotho
-1,LITABANE LI TLO BOLLA TORONKONG,-1,sesotho
-1,LIPALEMA LI ATLEHISA KHOEBO EA LIKOENA,-1,sesotho
-1,THELEFISHINI EA NAHA E BETSA KHOBA KAJENO,0,sesotho
-1,MOTSE O BETSA KHOBA BASALI BA HLATSOA LIKOLOI BA HLOBOTSE,-1,sesotho
-1,MONNA EA ILENG A BOLAEA MOSALI O PHONYOHA LEFU LA SETHUNYA,1,sesotho
-1,NTLO E QETA HO HATA BATHO E LIHELOA KE PULA,-1,sesotho
-1,KAJENO TONAKHOLO O ABELA LIKHUTSANA LIMPHO KA CHELETE EA HAE EA MOKHOLO E M600 000,1,sesotho
-1,HO QHOMA LEFU LE LECHA,-1,sesotho
-1,MOKHOSI,-1,sesotho
-1,KE TSOA KEREKENG KE FUMANA NTATE E SE ELE MOFU,-1,sesotho
-1,HO FUMANOE SETOPO SA MOSALI KA LENGOPENG,-1,sesotho
-1,MONNA O QOSOA KA PETO EA MORALI OA HAE,-1,sesotho
-1,BASALI BA BOLAEA BANNA BA BA NANYETSA,-1,sesotho
-1,MOSHANYANA O BOLAELOA M10,-1,sesotho
-1,MORALI O FUMANA 'M'AE A BOLAUOE,-1,sesotho
-1,LESEA LE KHEHLETSA MAKOEBA KAMORA HO METOA KE RAKHALI OA LONA,-1,sesotho
-1,TONAKHOLO O REKETSE BALISANA LINKU,1,sesotho
1,MONNA O QETA HO THUNYA MOSALI OA HAE,-1,sesotho
-1,MONNA O FETOHA MOSALI KAMORA HO TSUNYA-TSUNYANA LE MOHALA OA LETSOHO,-1,sesotho
-1,UTLOA O NE A KHAKELLELITSE MALI A LESEA KA NKHO,-1,sesotho
-1,NGOANANA O APARA MAKHASI A MOROHO ORE MOJOLO OA MO NYESA,-1,sesotho
-1,NGOANA O NYAMETSE,-1,sesotho
-1,MOFU O AMOHELA LENGOLO LA HAE,-1,sesotho
-1,TONAKHOLO O KHETHA EKETSA LENANE LA MACANSELARA A LIVOTE LI TLAASE,1,sesotho
-1,BA MO SENYA LETLALO KA LEBAKA LA MONNA,-1,sesotho
-1,THIBANG LESHOLU LE QETA HO UTSOA PHONE,-1,sesotho
-1,BA QHAQHOLLA LEBITLA LA MOFU,-1,sesotho
-1,SEBOHOLI SERE SE MAKHATHENG A LEFU,-1,sesotho
-1,O QOSOA KA POLAO LE HO CHESA 'M'AE,-1,sesotho
-1,MONNA O NYA MATSETE KAMORA HO BOLAEA MOSALI EA RENG O NE A MOFA HA MONATE,-1,sesotho
-1,MOHLANKANA O NOA MAFURA PHEHANG A HLOBOTSE LEHLOENG,1,sesotho
-1,BAAHI BA EPOLA LITOPO BA REKISA MASAPO A TSONA,-1,sesotho
-1,KE BETILOE KE NTATE OA MOKHOTSI OAKA JOALE KE TŠABA HO MO TŠOARISA,-1,sesotho
-1,TLHALOSO EA MAEMO A LEHOLIMO,0,sesotho
-1,BAITHUTI BA SEKOLO SE PHAHAMENG BA ISA SEKOLO LEKHOTLENG,-1,sesotho
1,TLOKOTSI,-1,sesotho
-1,MOSALI OAKA O BOPA MEKOTLA KA PAPA,1,sesotho
-1,MONNA O LEFA 30 000 KAMORA HO TŠELA MOTLAKASE KA MOROTO,-1,sesotho
-1,KOLOI E QETA HO PHETHOHA KA BAETI LEHLOENG,-1,sesotho
1,HO FUMANOA SETOPO SE TJAPALLETSE KA HARA METSI LE LEKOALI LA MALI,-1,sesotho
1,BATHO BA CHELLA KA FEMENG,-1,sesotho
-1,HO FUMANOA LITOPO KA HARA MOFILIBITHI OA MOHLOA,-1,sesotho
-1,TLHOKOMELISO KOTSI EA EXTENSION CORD,-1,sesotho
1,MONNA O FA NGOANA CHEFO EA TERENKI,-1,sesotho
-1,NGOANA O BETELOA MAHLONG A 'MAE KE NYATSI,-1,sesotho
-1,BONA MOO MOITHUTI OA SEKOLO A NENG A HLOKAHALLE TENG,-1,sesotho
-1,MOSALI O HLAHA KHOTLA KA POLAO EA MONNA OA HAE,-1,sesotho
-1,BONA SEKOTI SA NTLOANA SEO NGOANA EA LILEMO LI 'NE A OETSENG HO SONA,-1,sesotho
-1,TSA MORAO-RAO KA MOITHUTI EA BOLAILOENG KA CHEFO JOALENG,-1,sesotho
-1,MOSALI EA BOLAEANG O TŠOEROE,-1,sesotho
-1,THOBALANO HAESA 'NATEFELA SEKE BOHOLA FELA HORE MONNA A NRATE,-1,sesotho
-1,MOSALI O RE O TSOA MANTLE KA BOTHONG,-1,sesotho
-1,MOSALI EA HOEBANG KA 'MELE O RE  O KHATHETSE O KOPA MONNA,1,sesotho
-1,NGOANANA EA ILENG A BETOA HABELI O PHETA MASISA-PELO,-1,sesotho
-1,UTLOA MANTSOE A BARA BA BARARO BA MOFU PHUPUNG KAJENO,0,sesotho
-1,MONNA O CHATA LE NYATSI MAHLONG A MOSALI LE NGOANA,-1,sesotho
-1,MONNA O THUNYETSOANG LEBALENG HA HAE,-1,sesotho
-1,MOHLASELI OA SEPETLELE O HLAHA KHOTLA,-1,sesotho
-1,MONNA O QOSOA KA POLAO EA BATHO BA BABELI A NTSE A LE BEILING EA POLAO EA BATHO BA BANG BA BABELI,-1,sesotho
-1,BASE BA SUNTSE LEPOLESA SEETA BAITHUTI BA SEKOLO,-1,sesotho
-1,NTJA E FUOA LENGOLO LA JUNIFESITHI,1,sesotho
-1,MONNA O CHOATLILE LEHO TABOLA LIBUKA TSA BAKULI SEPETLELE KA LE RENG BAOKI BA BOLAILE NTAT'AE,-1,sesotho
-1,BANNA BA NKELA E MONG MOSALI KA SETHUNYA,-1,sesotho
-1,MOSALI O NEHELA MOEA A NTSE A BETOA,-1,sesotho
1,MOKHATLO O THOPHOTHETSA THUTO KA TLHEKEFETSO,1,sesotho
-1,MOLOI O TŠOAROA HOTELENG,-1,sesotho
-1,MAPOLESA A THIBELOA HO EA JOALENG BOSIU,1,sesotho
1,SESOLE SE FANA KA THUTO E MATLA SEKOLONG,1,sesotho
-1,BACHA BA MOKHA OA POLOTIKI BA RE MOLAO O MASOBA,-1,sesotho
-1,SENOKOANE SE AHLOLOA LILEMO TSE 54,1,sesotho
-1,LEKHOTLA LE LAELA SEPOLESA HO PHENYEKOLLA HA MOPARAMENTE,1,sesotho
-1,MOSALI KOETELA LESOLE,-1,sesotho
-1,LETONA LA MEHLENG LE QOSOA KA LESHANO,-1,sesotho
-1,KOMPONE EA MARANGRANG E QOSOA KA HO SEBELISA FITIEO EA MONNA,-1,sesotho
-1,MASOLE A HLAHA KA LIMAKATSO KHOTLA,0,sesotho
-1,LESOLE LE FANA KA BOPAKI NYEOENG EA NYATSI,-1,sesotho
1,LETONA LA MEHLENG LE HLOLOA HO LEFA SEKOLOTO,-1,sesotho
-1,MOSALI O AHLOLOA LILEMO TSE HLANO KA HO NTŠA MPA,-1,sesotho
-1,'MUSO O THAKHOLA TŠEBETSO EA HO RULELA MATLO A FEFOHILENG,1,sesotho
1,MATICHERE A FANYEHA MOHOANTO,1,sesotho
-1,MATICHERE A HOANTELA TONAKHOLO LABORARO,-1,sesotho
-1,CHELETE E UTSUOENG E EA FUMANOA,1,sesotho
1,LEKHOTLA LA MATONA LEA ATOLOSOA,1,sesotho
1,LETOFE LE FETOLA MAOA,0,sesotho
-1,MOPARAMENTE O TSOA PUO KA TŠOARO EA HAE,1,sesotho
-1,LITJEO TSA LIKOLOI TSA SEPOLESA LIA HLALOSOA,1,sesotho
-1,TLALEHO EA SEPOLESA KA LEFU LA MOSALI,-1,sesotho
1,NYEOE EA BOBELI EA HO THIBELA MOPARAMENTE HO BA TONAKHOLO,-1,sesotho
1,'MUSO O MATHELA SADC,1,sesotho
-1,BATHO BA 4 BA LO BOLLA TERONKONG,-1,sesotho
-1,'MUSO O NEHELANA KA LIKOLOI HO SEPOLESA,1,sesotho
-1,MAPOLESA A MABELI A TEBETSOE,-1,sesotho
-1,LEKHOTLA LE AHLOLELA MOKHA NAKOANA,1,sesotho
-1,LETONA LE PHATLALATSA TABA EA LIPEO LE MANYOLO,0,sesotho
-1,NYEOE EA TŠITŠINYO EA TŠEPO E EA MAMELOA,1,sesotho
-1,MORENA O PHURA LESHOETLA LE MOPAPA,0,sesotho
-1,MOPARAMENTE O FUPUTSOA KA LIPELAELLO TSE THARO,-1,sesotho
-1,PARAMENTE E TŠOHLA TŠOARO EA MOPARAMNTE,1,sesotho
-1,MOPOLOTIKI O RE 'MUSO ONA LE LIPALO TSE LEKANENG HO BUSA,1,sesotho
1,MAFAPHA A TŠIRELETSO A NKILE 'MUSO,-1,sesotho
-1,MOKHETHOA O THIBELA TŠITŠINYO EA HO LIA TONAKHOLO,1,sesotho
-1,TSEBISO E POTLAKILENG,0,sesotho
-1,'MOLAI OA MOPARAMENTE OA MEHLENG O HLAHA KHOTLA,-1,sesotho
1,MOKHATLO O RE SETSI SE PHENYE MONNA MAHAFI,-1,sesotho
1,KOMPONE EA MARANGRANG E BEBOFATSA KAMOHELO EA CHELETE HO TSOA KANTLE HO NAHA,1,sesotho
-1,LEPOLESA LE QOSOA KA POLAO EA MOTHO,-1,sesotho
-1,NAHA LE TIISA LEANO LA TŠIRELETSO EA BOQAPI,1,sesotho
1,HO BOLAUOE MOTHO HAPE,-1,sesotho
-1,MOPOLOTIKI O PHAHLOLA MERERO EA TONAKHOLO EA SEKHUKHU,1,sesotho
1,MAPOLESA A THIBELA MONNA LEKHOTLENG,-1,sesotho
-1,MOKHATLO O THAKHOLA BOITUKISO LIKOLUOENG,1,sesotho
1,MONNA O QOSOA KA HO TLEPETSA MOKHETHOA KA MAJOE,-1,sesotho
-1,KOMPONE EA LITAEMANE E NTŠA PUO KA TLHEKEFETSO EA MOSALI,1,sesotho
-1,'MUSO O NYEHLISA LEKHETHO LA JOALA LE KOAE,1,sesotho
-1,MOSALI O OA NYALA,1,sesotho
-1,NTOA EA MARENA E EA LOELA,-1,sesotho
-1,MONNA OA KA O JOLANA LE BAPOROFETA BA BASALI,-1,sesotho
1,MOSALI O RUTA NGOANA HO ETSA THOBALANO,-1,sesotho
-1,POLELO EA BORABELE E NGALISA BOPHATLALATSI TŠEBETSO,-1,sesotho
-1,BARUTI BA IKAKHETSE KA HARA SESOLE HAPE HISTORI E EA IPHETA,-1,sesotho
-1,UTLOA SEALUMA SE HLAHILENG MOTSENG,-1,sesotho
-1,UTLOA LITABA TSE ETSAHETSENG TOROPONG,0,sesotho
-1,HO HOBE HO MASHOLU,-1,sesotho
-1,MASOLE A KETOLA 'MUSO,-1,sesotho
0,MOOKAMELI  O OELOA KE KOLUOA,-1,sesotho
-1,BANKA E TSEKA HORE BATHO BA JANE MAOTOANA,-1,sesotho
0,MAPOLESA A SETEREKENG A BOLAELA MOTHO LITLAMONG,-1,sesotho
-1,TSEBA KA SENONNORI SA MOLATA SE KA HOLIMO HO MOLAO,-1,sesotho
-1,MOOKAMELI O NGALA LIPOTSONG,-1,sesotho
-1,LESELINYANA LE LEBOHELA MASOLE,1,sesotho
-1,MOOKAMELI O OA PHOTHOLEHA,-1,sesotho
-1,TONAKHOLO O BAKETSE NAHA BOMALIMABE,-1,sesotho
-1,MOOKAMELI  O LOHOTHA HO THEHA  PHATHI E NCHA,0,sesotho
-1,MOOKAMELI O LIHELLETSE MOTLATSI OA TONAKHOLO TORA,-1,sesotho
-1,MOOKAMELI  O JESA LIOFISIRI MAKAKA,-1,sesotho
-1,TSEBA KA BAPOLOTIKI BA FUOENG MOSEBETSI MAKALENG A MUSO,1,sesotho
-1,MOOKAMELI O AMEHA BOSHOLUNG BA LIPHOOFOLO,-1,sesotho
-1,BAOKAMELI BA TSEKA NYATSI,-1,sesotho
-1,SEBOHOLI SE HLASELA 'MUSO,-1,sesotho
-1,MOETAPELE O REKA LIKOLOI TSE PELI TSE NCHA CASH,1,sesotho
-1,MOSEBETSI O HANA HO EA HAE O BATLA HO SHOELLA SESOLENG,-1,sesotho
-1,LEKHOTLA LE PHAHAMENG LE AMEHA POLAONG EA LIPAKI,-1,sesotho
0,PAKI E FETOHELA BAPAKI BA EONA KA KHOTLA,-1,sesotho
-1,MOOKAMELI O SESA KA HARA LEKOALIBA LA BOBOLU,-1,sesotho
-1,BO RASETHUNYA BA LALASA,-1,sesotho
0,MORUTI OA KEREKE O BOLAOA KA HO CHESOA,-1,sesotho
-1,MOTLATSI OA PRESIDENT O TŠOEROE,-1,sesotho
-1,MOKHOENYANA OA LELAPA LA TONAKHOLO O KAKALATSOA KE NYEOE,-1,sesotho
-1,NGOANA EA LILEMO LI 8 O BOLAEA NOHA EA MASUMU KA MENO,1,sesotho
1,SECHABA SE RE TONAKHOLO E THEHE KOMISI EA LIPATLISISO,1,sesotho
-1,PELO EA MORENA E KHUBELU O TSEKA MALEO,-1,sesotho
-1,TSEBA KA BAPOLOTIKI BA UTSOITSENG CHELETE EA BOEA BA LIHOAI,-1,sesotho
-1,MOKHA O PHOQILE SECHABA,-1,sesotho
-1,TONAKHOLO O KOLOTA SECHABA TLHALOSO,-1,sesotho
-1,MASOLE A SHOELLA NTAT'A SELALA,-1,sesotho
-1,BANNA BA BATLOA KA LIPOLAO TSA BATHO,-1,sesotho
-1,MOETAPELE O TŠEHETSA LIKOETA,-1,sesotho
-1,MOETAPELE O QOSA MORENA,-1,sesotho
1,PARAMENTE E TLO BULOA,1,sesotho
-1,'MAMPOLI O SELEBALLETSOE,-1,sesotho
-1,MOOKAMELI  O TŠELA MASOLE KA METSI A BATANG,-1,sesotho
-1,LEKHOTLA LE RE KOMISI E FOSITSE,-1,sesotho
-1,MONNA O AHLOLELOA BOPHELO BOHLE CHANKANENG HABELI,-1,sesotho
-1,PHATHI E HIRILE LIKOLOI TSA BOSHOLU 'MUSONG,-1,sesotho
-1,TONAKHOLO O TOBA MOKHA KA 'NETE,1,sesotho
1,MOOKAMELI KE LEHLABA-PHIEO O LOKELA HORE A TŠOAROE,-1,sesotho
-1,MONNA TORONKONG KA MORA HO HANA HO BITSA SETABANE NGOANANA,-1,sesotho
-1,SETHO SA PHATHI SE BUA MASA-A-KOKOMETSE,-1,sesotho
-1,PHALA EA 'MUSO E HLAPAOLA NAHA,-1,sesotho
-1,MOOKAMELI O LLA KA SEPOLESA,-1,sesotho
-1,MOETAPELE O RE O MOTLOTLO KA SECHABA,1,sesotho
-1,BOLAOLI BO PHOQA MASOLE,-1,sesotho
-1,LITLOKOTSEBE TSA BANNA LI ITSETETSE KA HARA SESOLE,-1,sesotho
-1,MOCHOCHISI O BOLILE JOALO KA LIRUOA,-1,sesotho
-1,LIHLOA LEKHOARA KAHARA PHATHI,-1,sesotho
-1,HO TLA SHOA MOTHO KA MONA,-1,sesotho
-1,MOETAPELE O RE O TLO BULA PARAMENTE,1,sesotho
-1,SECHABA SE SOSOTHELA MOKHA OA LIPOLOTIKI,-1,sesotho
1,MOKHA OA POLOTIKI O RE O TLO KENYA BOTABANE MOLAONG,-1,sesotho
-1,KHATISO E RE LITHO TSA PHATHI LI EA TSEBA KA NYATSI EA MOETAPELE,-1,sesotho
1,6 BILLION MALOTI E NYAMETSENG E BOTSOE PHATHI,-1,sesotho
-1,HO TŠOAROA HOA MOETAPELE KE 'MOMORI O HLOPHISITSOENG,-1,sesotho
-1,MOOKAMELI O MAKALLA HO TŠOAROA HA MOETAPELE,-1,sesotho
1,SECHABA SA MOKHOTLONG SE PHEPHETHELA MOKHOTHALETSUOA,-1,sesotho
-1,TONAKHOLO EA MEHLENG E PHELA MATSOALONG,-1,sesotho
-1,LEKHOTLA LE TJEBELA BOKHOPO BA MOOKAMELI MATJOING,-1,sesotho
0,SEBOHOLI KE LESHOLU,-1,sesotho
-1,LIJO TSA BAKULI SEPETLELE,0,sesotho
-1,MOOKAMELI O BUA LESHANO LE MPIPI KA KA KHOTLA,-1,sesotho
-1,MOETAPELE O HLOHLELLETSA MEFEREFERE SEKOLONG SE SEHOLO,-1,sesotho
-1,PHATHI E BOLISITSE LEKALA HO NKHA HORE PHU,-1,sesotho
-1,NAHA E RE HA E BATLE MOSALI EA TANTŠANG A TSOTSE,-1,sesotho
-1,MOOKAMELI O TSEBA KA MORERO OA POLAO EA LIOFISIRI,-1,sesotho
1,MOHOEBI O HAHA SEKOLO SETEREKNG,1,sesotho
-1,MOOKAMELI O KHANNGOE KE LIPOTSO KA KHOTLA,-1,sesotho
-1,MOOKAMELI O KOPA TŠOARELO,1,sesotho
-1,MOOKAMELI O PATELA LEKHOTLA LITABA TSA HAE,-1,sesotho
-1,MOOKAMELI O ITAHLETSE KA HARA SEKOTI SA LIHELE,-1,sesotho
-1,LETONA LE RE MAFUTSANA A LO CHA LIHELENG KOANA,-1,sesotho
-1,MOOKAMELI KE LEMENEMENE LE FETANG JUDAS ISCARIOT OA BIBELENG,-1,sesotho
-1,OFISIRI E RE MOOKAMELI O BUA LESHANO LE LETALA KA KHOTLA,-1,sesotho
-1,MOETAPELE O TŠEHA BAITŠOKOLI,-1,sesotho
-1,MOOKAMELI O FANYEHA MOLAO OA MOTHEO,-1,sesotho
-1,HO BULOA LEKHOTLA LE PHAHAMENG SETEREKENG,1,sesotho
-1,MOETAPELE O PHOLOSA BOPHELO BA MOITHUTI,1,sesotho
-1,SEBAPALI SE TEBELLOA HO PHINYA HAHOLO LEHO TŠEHA HA QETA,-1,sesotho
-1,MOLULASETULO OA BACHA OA BOLAOA,-1,sesotho
1,LITHUNYA TSE 180 LI NYAMETSE SEPOLESENG,-1,sesotho
-1,MOITHUTI MATJALENG KA HO TONOSETSA MABITLA,-1,sesotho
-1,MONNA O BOLAISOA LIOPAPINA E MONG O LLELOA KE LITŠEPE,-1,sesotho
1,SEKHORANE SE SEHOLO LEFATŠENG SE RE HA SE NA HASONA,-1,sesotho
-1,HO TSONGA LITOPO LE KA LINTJA,-1,sesotho
-1,PASEKA EBILE E MAHLONOKO E NKILENG MAPHELO A BATHO,-1,sesotho
-1,MOKHA O TSIETSIENG EA HO LAHLELOA KE LITHO,-1,sesotho
-1,MOAHLOLI O BUA LESHANO KA KHOTLA O RE LELEME LE THELETSE,-1,sesotho
-1,UTLOA KA LITABA TSA BO 'MAMPOLI BA HANANG HO EA KHOTLA,-1,sesotho
-1,MOKHA O NEHELA MOEA BALATELI BA EONA BA PHASA-PHASA,-1,sesotho
-1,OFISIRI O KH'OEFELA MOCHOCHISI KA SEHLETHELA SA MATHE,-1,sesotho
-1,MOETAPELE O HAHELA MORENA OFISI LE HOLO,1,sesotho
1,MONNA MATJALENG,-1,sesotho
-1,TONAKHOLO EA MEHLENG KHOTLA KA LEFU LA MOHATSA OA MEHLENG,-1,sesotho
