id,text,anger,disgust,fear,joy,sadness,surprise,emotions,language,split,text_clean
afr_train_track_a_00016,hierdie afname is grootliks te danke aan ’n dramatiese uitbreiding van besteding op maatskaplike toelae sedert 2002.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,hierdie afname is grootliks te danke aan n dramatiese uitbreiding van besteding op maatskaplike toelae sedert 2002
afr_train_track_a_00017,elkeen van ons kan tot 'n beter lewe bydra.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,elkeen van ons kan tot n beter lewe bydra
afr_train_track_a_00018,ons is bevoorreg om hierdie jaar die einde van die eerste dekade van ons diplomatiese verhouding met china te vier.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,ons is bevoorreg om hierdie jaar die einde van die eerste dekade van ons diplomatiese verhouding met china te vier
afr_train_track_a_00019,dit het die ouderlinge van die kerk 12 jaar gevat om hom dit te leer.,0,0.0,0,0,0,0.0,[],afrikaans,train,dit het die ouderlinge van die kerk 12 jaar gevat om hom dit te leer
afr_train_track_a_00020,"en omdat ons nie genoeg gespaar het nie, moes ons op korttermyn-kapitaalvloei staatmaak om die tekort sowel as ons beleggingsprogramme te finansier.",0,0.0,1,0,1,0.0,['fear' 'sadness'],afrikaans,train,en omdat ons nie genoeg gespaar het nie moes ons op korttermynkapitaalvloei staatmaak om die tekort sowel as ons beleggingsprogramme te finansier
afr_train_track_a_00021,dit is die boland wat ons van helde in ons gemeenskappe voorsien.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,dit is die boland wat ons van helde in ons gemeenskappe voorsien
afr_train_track_a_00022,dié saamdinkberaad naln 2000 was daarop gemik om 'n beginfase van konsultasie met 'n breë en inklusiewe gebruikerspubliek te wees.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,dié saamdinkberaad naln 2000 was daarop gemik om n beginfase van konsultasie met n breë en inklusiewe gebruikerspubliek te wees
afr_train_track_a_00023,die regering van die wes-kaap wil saam met u en die produsente en ander welmenende organisasies werk om u lewensomstandighede te verbeter.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,die regering van die weskaap wil saam met u en die produsente en ander welmenende organisasies werk om u lewensomstandighede te verbeter
afr_train_track_a_00024,ek wil ook alle landsburgers bedank vir hul deursettingsvermoë en geduld in die lig van die huidige moeilikhede.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,ek wil ook alle landsburgers bedank vir hul deursettingsvermoë en geduld in die lig van die huidige moeilikhede
afr_train_track_a_00025,hierdie is almal plekke wat in die genoemde tekste ter sprake kom.,0,0.0,0,0,0,0.0,[],afrikaans,train,hierdie is almal plekke wat in die genoemde tekste ter sprake kom
afr_train_track_a_00026,in haar era was sy 'n lewende legende; vandag weet bitter min egter van haar.,0,0.0,0,0,1,0.0,['sadness'],afrikaans,train,in haar era was sy n lewende legende vandag weet bitter min egter van haar
afr_train_track_a_00027,maar niemand behalwe onsself kan sorg dat hierdie droom verwesenlik word nie.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,maar niemand behalwe onsself kan sorg dat hierdie droom verwesenlik word nie
afr_train_track_a_00028,in hierdie verband wil ons ons reëlingskomitee (oc) en ander vennote gelukwens met die uitmuntende werk wat hulle verrig.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,in hierdie verband wil ons ons reëlingskomitee oc en ander vennote gelukwens met die uitmuntende werk wat hulle verrig
afr_train_track_a_00029,in januarie 1981 beleef die nuyvallei die laingsburg-vloed wat 'n spoor van verwoesting nalaat.,0,0.0,0,0,1,0.0,['sadness'],afrikaans,train,in januarie 1981 beleef die nuyvallei die laingsburgvloed wat n spoor van verwoesting nalaat
afr_train_track_a_00030,die vryheidsmanifes vorm ook die basis van die grondwet.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,die vryheidsmanifes vorm ook die basis van die grondwet
afr_train_track_a_00031,die nommer bevat hoofartikels en berigte uit ons land van 3 desember 1904 pres.,0,0.0,0,0,0,0.0,[],afrikaans,train,die nommer bevat hoofartikels en berigte uit ons land van 3 desember 1904 pres
afr_train_track_a_00032,die rgn sou graag behulpsaam wees met die uitbou van die museum.,0,0.0,0,0,0,0.0,[],afrikaans,train,die rgn sou graag behulpsaam wees met die uitbou van die museum
afr_train_track_a_00033,"toe die verslaggewer egter later daar opdaag, wou sy nie hê dat dit gepubliseer word nie.",0,0.0,0,0,1,0.0,['sadness'],afrikaans,train,toe die verslaggewer egter later daar opdaag wou sy nie hê dat dit gepubliseer word nie
afr_train_track_a_00034,jaarliks word daar ongeveer r47 miljoen aan hierdie diens bestee.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,jaarliks word daar ongeveer r47 miljoen aan hierdie diens bestee
afr_train_track_a_00035,ons het nog ’n ver pad om te gaan.,0,0.0,1,0,0,0.0,['fear'],afrikaans,train,ons het nog n ver pad om te gaan
afr_train_track_a_00036,daar is feitlik elke dag insidente van verdrinkings of amperse verdrinkings.,0,0.0,0,0,1,0.0,['sadness'],afrikaans,train,daar is feitlik elke dag insidente van verdrinkings of amperse verdrinkings
afr_train_track_a_00037,"schoeman aan hom gegee het, vir naln saamgebring.",0,0.0,0,0,0,0.0,[],afrikaans,train,schoeman aan hom gegee het vir naln saamgebring
afr_train_track_a_00038,ek wil ook graag met eskom kan skou.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,ek wil ook graag met eskom kan skou
afr_train_track_a_00039,daar is egter 'n ernstige behoefte aan 'n groter orgaan skenkersbewustheid.,0,0.0,0,0,1,0.0,['sadness'],afrikaans,train,daar is egter n ernstige behoefte aan n groter orgaan skenkersbewustheid
afr_train_track_a_00040,die beginsel van veeltaligheid is belangrik wanneer regte en dienslewering in ag geneem word.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,die beginsel van veeltaligheid is belangrik wanneer regte en dienslewering in ag geneem word
afr_train_track_a_00041,baie families in die wes-kaap sonder broodwinners moet nou aangaan met hul lewens en moet probeer om vrede en berusting te vind.,0,0.0,0,0,1,0.0,['sadness'],afrikaans,train,baie families in die weskaap sonder broodwinners moet nou aangaan met hul lewens en moet probeer om vrede en berusting te vind
afr_train_track_a_00042,ons departement het die nasionale taalbeleidraamwerk ingestel.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,ons departement het die nasionale taalbeleidraamwerk ingestel
afr_train_track_a_00043,"voorsitter, daar is heel waarskynlik nog 'n hele aantal ander sake wat u wil opper.",0,0.0,1,0,0,0.0,['fear'],afrikaans,train,voorsitter daar is heel waarskynlik nog n hele aantal ander sake wat u wil opper
afr_train_track_a_00044,"die posmeester, die dorpsdokter en die skoolmeester is gewoonlik die mense wat die meeste van die dorp af weet.",0,0.0,0,0,0,0.0,[],afrikaans,train,die posmeester die dorpsdokter en die skoolmeester is gewoonlik die mense wat die meeste van die dorp af weet
afr_train_track_a_00045,"die kabinet het dit goedgekeur dat die laaste pakket van safcol, die komatilandwoude, van ontslae geraak moet word.",0,0.0,0,0,0,0.0,[],afrikaans,train,die kabinet het dit goedgekeur dat die laaste pakket van safcol die komatilandwoude van ontslae geraak moet word
afr_train_track_a_00046,my oupa was die eerste perdewedren kommissaris in die dertigerjare.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,my oupa was die eerste perdewedren kommissaris in die dertigerjare
afr_train_track_a_00047,die eerste hiervan is 'n kommersiële voertuig wat die gemeenskap van die richtersveld betrek by hul eie ontwikkeling.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,die eerste hiervan is n kommersiële voertuig wat die gemeenskap van die richtersveld betrek by hul eie ontwikkeling
afr_train_track_a_00048,die komitee is kragtens die wes-kaapse provinsiale taalwet ingestel.,0,0.0,0,0,0,0.0,[],afrikaans,train,die komitee is kragtens die weskaapse provinsiale taalwet ingestel
afr_train_track_a_00049,verskeie taalmonumente is landwyd opgerig.,0,0.0,0,0,0,0.0,[],afrikaans,train,verskeie taalmonumente is landwyd opgerig
afr_train_track_a_00050,"toe anlen die volgende oggend by naln kom kuier het, het sy 'n klein versameling briefies saamgebring.",0,0.0,0,0,0,0.0,[],afrikaans,train,toe anlen die volgende oggend by naln kom kuier het het sy n klein versameling briefies saamgebring
afr_train_track_a_00051,"sy was die skryfster van 'n groot aantal kinderversies en rympies in afrikaans, reeds vanaf die dertigerjare.",0,0.0,0,0,0,0.0,[],afrikaans,train,sy was die skryfster van n groot aantal kinderversies en rympies in afrikaans reeds vanaf die dertigerjare
afr_train_track_a_00052,"hulle is bekommerd oor ons vermoë om die demokratiese regte en die demokratiese grondwet wat uit enorme opofferings gebore is, te beskerm.",0,0.0,1,0,0,0.0,['fear'],afrikaans,train,hulle is bekommerd oor ons vermoë om die demokratiese regte en die demokratiese grondwet wat uit enorme opofferings gebore is te beskerm
afr_train_track_a_00053,hierdie pogings is deur ons openbare werke-program versterk.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,hierdie pogings is deur ons openbare werkeprogram versterk
afr_train_track_a_00054,"hulle mag nou in die groot stede woon, maar hulle kom van die boland.",0,0.0,0,0,0,0.0,[],afrikaans,train,hulle mag nou in die groot stede woon maar hulle kom van die boland
afr_train_track_a_00055,hierdie aanbod toon hoe die belangegemeenskap naln kan help om steeds positief oor die toekoms te bly.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,hierdie aanbod toon hoe die belangegemeenskap naln kan help om steeds positief oor die toekoms te bly
afr_train_track_a_00056,"dit moet gebeur deur u ekonomies selfstandig te maak deur middel van projekte soos hierdie, waarvan u deel is.",0,0.0,0,0,0,0.0,[],afrikaans,train,dit moet gebeur deur u ekonomies selfstandig te maak deur middel van projekte soos hierdie waarvan u deel is
afr_train_track_a_00057,daarmee sê ek nie dat onderwys kultuurloos en karakterloos moet wees nie; dat onderwys 'n instrument tot gedwonge uniformiteit moet word nie.,0,0.0,1,0,1,0.0,['fear' 'sadness'],afrikaans,train,daarmee sê ek nie dat onderwys kultuurloos en karakterloos moet wees nie dat onderwys n instrument tot gedwonge uniformiteit moet word nie
afr_train_track_a_00058,ons moet immers met ons politici ook kan skou.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,ons moet immers met ons politici ook kan skou
afr_train_track_a_00059,u kan waarlik trots wees op dit wat u vermag het om dalrose die skool te maak wat dit is.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,u kan waarlik trots wees op dit wat u vermag het om dalrose die skool te maak wat dit is
afr_train_track_a_00060,"die plaas word verbou deur ""harmony farming"" wat 'n 50/50 vennootskap is tussen harmony trust en môrester landgoed.",0,0.0,0,0,0,0.0,[],afrikaans,train,die plaas word verbou deur harmony farming wat n 5050 vennootskap is tussen harmony trust en môrester landgoed
afr_train_track_a_00061,hierdie onmiddellike maatreëls sal gelei word deur die beginsel van ’n teensikliese fiskale beleid.,0,0.0,0,0,0,0.0,[],afrikaans,train,hierdie onmiddellike maatreëls sal gelei word deur die beginsel van n teensikliese fiskale beleid
afr_train_track_a_00062,ek wil u almal bedank vir die pragtige bydrae om te toon dat grondhervorming en bemagtiging binne landbou suksesvol kan plaasvind.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,ek wil u almal bedank vir die pragtige bydrae om te toon dat grondhervorming en bemagtiging binne landbou suksesvol kan plaasvind
afr_train_track_a_00063,beleidsverandering moet fokus op ingrypings om werksgeleenthede vir jongmense te skep.,0,0.0,1,0,0,0.0,['fear'],afrikaans,train,beleidsverandering moet fokus op ingrypings om werksgeleenthede vir jongmense te skep
afr_train_track_a_00064,"dit dateer reeds uit die era toe die vestiging van 'n ""vrystaatse skrywersbiblioteek"" in bloemfontein bepleit is.",0,0.0,0,0,0,0.0,[],afrikaans,train,dit dateer reeds uit die era toe die vestiging van n vrystaatse skrywersbiblioteek in bloemfontein bepleit is
afr_train_track_a_00065,hierdie party se beleid is dus duidelik.,0,0.0,0,0,0,0.0,[],afrikaans,train,hierdie party se beleid is dus duidelik
afr_train_track_a_00066,intensiewe stappe word geneem om te verseker dat hierdie werk op skedule bly.,0,0.0,0,0,0,0.0,[],afrikaans,train,intensiewe stappe word geneem om te verseker dat hierdie werk op skedule bly
afr_train_track_a_00067,welcome het nog 'n idee: 'n gemeenskapsnavorsingsprojek waarvan die inkomste terugvloei na die skool.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,welcome het nog n idee n gemeenskapsnavorsingsprojek waarvan die inkomste terugvloei na die skool
afr_train_track_a_00068,in 1961 volg nog 'n groot omwenteling: die unie word die republiek.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,in 1961 volg nog n groot omwenteling die unie word die republiek
afr_train_track_a_00069,ons kapitaalinvesteringsprogram lê ten grondslag aan ons strategie vir ekonomiese herstel en groei.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,ons kapitaalinvesteringsprogram lê ten grondslag aan ons strategie vir ekonomiese herstel en groei
afr_train_track_a_00070,dit moet egter ontwikkel word op so 'n wyse dat dit die potensiaal van hierdie mooi land ten volle kan ontsluit.,0,0.0,1,1,0,0.0,['fear' 'joy'],afrikaans,train,dit moet egter ontwikkel word op so n wyse dat dit die potensiaal van hierdie mooi land ten volle kan ontsluit
afr_train_track_a_00071,"ofskoon die reeks instellings wat op spontane wyse hieruit gaan ontspring nie homogeen in voor-koms, bedryfsmodel, e.d.m.",0,0.0,0,0,0,0.0,[],afrikaans,train,ofskoon die reeks instellings wat op spontane wyse hieruit gaan ontspring nie homogeen in voorkoms bedryfsmodel edm
afr_train_track_a_00072,die koste van die projek beloop r615 000 per jaar.,0,0.0,0,0,0,0.0,[],afrikaans,train,die koste van die projek beloop r615 000 per jaar
afr_train_track_a_00073,cornelis jacob langenhoven is gebore in die nag tussen 12 en 13 augustus in 1873.,0,0.0,0,0,0,0.0,[],afrikaans,train,cornelis jacob langenhoven is gebore in die nag tussen 12 en 13 augustus in 1873
afr_train_track_a_00074,dit sal die grondslag lê waarvolgens alle maatskaplike vennote plaaslike ekonomiese ontwikkeling kan bespoedig.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,dit sal die grondslag lê waarvolgens alle maatskaplike vennote plaaslike ekonomiese ontwikkeling kan bespoedig
afr_train_track_a_00075,andré thops is die alleeneienaar van die plaas olyfkloof wat hy in 2004 gekoop het (42 ha).,0,0.0,0,0,0,0.0,[],afrikaans,train,andré thops is die alleeneienaar van die plaas olyfkloof wat hy in 2004 gekoop het 42 ha
afr_train_track_a_00076,hy was lank voorsitter van die oranjeklub en menige jongmens het hulle eerste tuiste in kaapstad gevind in sy huis in tamboerskloof.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,hy was lank voorsitter van die oranjeklub en menige jongmens het hulle eerste tuiste in kaapstad gevind in sy huis in tamboerskloof
afr_train_track_a_00077,"die dreinering van breinkrag deur emigrasie is ooglopend uit ons eie volk se oogpunt asook streeksverband, onwenslik.",0,0.0,1,0,1,0.0,['fear' 'sadness'],afrikaans,train,die dreinering van breinkrag deur emigrasie is ooglopend uit ons eie volk se oogpunt asook streeksverband onwenslik
afr_train_track_a_00078,"boonop kry boere 'n vyf-jaar belastingvakansie, en word hulle vrygestel van invoerbelasting op alle landbou-insette en -toerusting.",0,0.0,0,1,0,0.0,['joy'],afrikaans,train,boonop kry boere n vyfjaar belastingvakansie en word hulle vrygestel van invoerbelasting op alle landbouinsette en toerusting
afr_train_track_a_00079,"die europese unie het byvoorbeeld begin met elf tale, tot op hede het dit vermeerder na 21.",0,0.0,0,0,0,0.0,[],afrikaans,train,die europese unie het byvoorbeeld begin met elf tale tot op hede het dit vermeerder na 21
afr_train_track_a_00080,ons kan nooit ons rug op hulle draai nie.,0,0.0,0,0,0,0.0,[],afrikaans,train,ons kan nooit ons rug op hulle draai nie
afr_train_track_a_00081,die vraag is hoe lank wil diesulkes gereed wees voordat hulle oorgaan tot die implementering van projekte.,1,0.0,0,0,0,0.0,['anger'],afrikaans,train,die vraag is hoe lank wil diesulkes gereed wees voordat hulle oorgaan tot die implementering van projekte
afr_train_track_a_00082,daar is nog net drie maande oor voor hierdie geskiedkundige gebeurtenis plaasvind.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,daar is nog net drie maande oor voor hierdie geskiedkundige gebeurtenis plaasvind
afr_train_track_a_00083,dit het tot 'n verenigde staat gelei.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,dit het tot n verenigde staat gelei
afr_train_track_a_00084,oral is daar bekommerde en soms beswaarde gesprekke oor wat van die afrikaanse taal en kultuur word.,0,0.0,1,0,1,0.0,['fear' 'sadness'],afrikaans,train,oral is daar bekommerde en soms beswaarde gesprekke oor wat van die afrikaanse taal en kultuur word
afr_train_track_a_00085,hier sou die hele stroom in twee gelyke dele verdeel word tussen boonste besitters en onderste besitters.,0,0.0,0,0,0,0.0,[],afrikaans,train,hier sou die hele stroom in twee gelyke dele verdeel word tussen boonste besitters en onderste besitters
afr_train_track_a_00086,die regstelling van historiese onewewigtigheid en marginalisering is belangrike prioriteite van die staat.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,die regstelling van historiese onewewigtigheid en marginalisering is belangrike prioriteite van die staat
afr_train_track_a_00087,"program direkteur, ek wil afsluit deur vir u te sê dat hierdie projek die elim-gemeenskap volwaardig deel maak van landbou.",0,0.0,0,1,0,0.0,['joy'],afrikaans,train,program direkteur ek wil afsluit deur vir u te sê dat hierdie projek die elimgemeenskap volwaardig deel maak van landbou
afr_train_track_a_00088,"vandag is vaste belegging as persentasie van die bruto binnelandse produk - teen sowat 18,4% - op sy hoogste vlak sedert 1991.",0,0.0,0,0,0,0.0,[],afrikaans,train,vandag is vaste belegging as persentasie van die bruto binnelandse produk teen sowat 184 op sy hoogste vlak sedert 1991
afr_train_track_a_00089,nog baie meer is sonder elektrisiteit en sanitasie.,1,0.0,0,0,1,0.0,['anger' 'sadness'],afrikaans,train,nog baie meer is sonder elektrisiteit en sanitasie
afr_train_track_a_00090,die beginsel is dan dat die gemeeenskaplike funksies gesamentlik met die ander kultuurgemeenskappe bestuur word.,0,0.0,0,0,0,0.0,[],afrikaans,train,die beginsel is dan dat die gemeeenskaplike funksies gesamentlik met die ander kultuurgemeenskappe bestuur word
afr_train_track_a_00091,"haar oë vonkel as sy met die hand na al die geliefde, bekende karakters beduie.",0,0.0,0,1,0,0.0,['joy'],afrikaans,train,haar oë vonkel as sy met die hand na al die geliefde bekende karakters beduie
afr_train_track_a_00092,denel n bedrag van r400 miljoen is verkry deur die afsetting van bates wat nie as essensieël beskou word nie.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,denel n bedrag van r400 miljoen is verkry deur die afsetting van bates wat nie as essensieël beskou word nie
afr_train_track_a_00093,berna ackerman was die skrywersgas en sou self liesbet se verhaal aan die hand van bloemfonteinse bakens vertel.,0,0.0,0,0,0,0.0,[],afrikaans,train,berna ackerman was die skrywersgas en sou self liesbet se verhaal aan die hand van bloemfonteinse bakens vertel
afr_train_track_a_00094,dit sal ons kommunikasie verbeter en ons almal sal 'n aandeel hê aan 'n suid-afrika wat werklik aan almal behoort.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,dit sal ons kommunikasie verbeter en ons almal sal n aandeel hê aan n suidafrika wat werklik aan almal behoort
afr_train_track_a_00095,de wet na die boerekommando?s gegaan het om haar man te besoek.,0,0.0,0,0,0,0.0,[],afrikaans,train,de wet na die boerekommandos gegaan het om haar man te besoek
afr_train_track_a_00096,die boerdery moet aan u 'n geleentheid bied om u totale menswees te kan uitleef.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,die boerdery moet aan u n geleentheid bied om u totale menswees te kan uitleef
afr_train_track_a_00097,een van die dinge wat hierdie skool so spesiaal maak is juis dat julle gekies het om hierdie geleentheid te vier.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,een van die dinge wat hierdie skool so spesiaal maak is juis dat julle gekies het om hierdie geleentheid te vier
afr_train_track_a_00098,en dié kom toe op die vooraand van die 24ste in die vorm van tobie cronjé en steve hofmeyr.,0,0.0,0,0,0,0.0,[],afrikaans,train,en dié kom toe op die vooraand van die 24ste in die vorm van tobie cronjé en steve hofmeyr
afr_train_track_a_00099,die ontwikkeling van nuwe programme is dus van kardinale belang.,0,0.0,1,0,0,0.0,['fear'],afrikaans,train,die ontwikkeling van nuwe programme is dus van kardinale belang
afr_train_track_a_00100,ons sal saam met julle aan die regte deure klop om by die oplossing uit te kom.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,ons sal saam met julle aan die regte deure klop om by die oplossing uit te kom
afr_train_track_a_00101,"omdat die laboratoriums wat die tegniek uitvoer beperk is, word daar tans dikwels vertragings ondervind met die verkryging van resultate.",0,0.0,1,0,1,0.0,['fear' 'sadness'],afrikaans,train,omdat die laboratoriums wat die tegniek uitvoer beperk is word daar tans dikwels vertragings ondervind met die verkryging van resultate
afr_train_track_a_00102,binne korrektiwe dienste wil ons hulle wys dat hulle menslik is en dat ons seker wil maak dat hulle wel kan verander.,0,0.0,0,1,1,0.0,['joy' 'sadness'],afrikaans,train,binne korrektiwe dienste wil ons hulle wys dat hulle menslik is en dat ons seker wil maak dat hulle wel kan verander
afr_train_track_a_00103,daardie argiewe vertel van die lywige korrespondensie tussen hom en dr. a. kuyper.,0,0.0,0,0,0,0.0,[],afrikaans,train,daardie argiewe vertel van die lywige korrespondensie tussen hom en dr a kuyper
afr_train_track_a_00104,programme ter verbetering van ons stelsel van plaaslike regering word teen 'n vinnige pas voortgesit.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,programme ter verbetering van ons stelsel van plaaslike regering word teen n vinnige pas voortgesit
afr_train_track_a_00105,daarom plaas ek die oorblywende jare van my lewe in julle hande.,0,0.0,0,0,0,0.0,[],afrikaans,train,daarom plaas ek die oorblywende jare van my lewe in julle hande
afr_train_track_a_00106,"boere en werkers lyk nie noodwendig anders nie, en dit is iets positiefs wat tans aan die gebeur is.",0,0.0,0,1,0,0.0,['joy'],afrikaans,train,boere en werkers lyk nie noodwendig anders nie en dit is iets positiefs wat tans aan die gebeur is
afr_train_track_a_00107,daar is ook geen twyfel nie dat ons meer selfwerksaamheid kan skep deur middle van klein en mikro-ondernemings.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,daar is ook geen twyfel nie dat ons meer selfwerksaamheid kan skep deur middle van klein en mikroondernemings
afr_train_track_a_00108,terselfdertyd wens ons die mense van zimbabwe alle sukses toe met die verkiesing wat vir 29 maart beplan word.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,terselfdertyd wens ons die mense van zimbabwe alle sukses toe met die verkiesing wat vir 29 maart beplan word
afr_train_track_a_00109,wel dikwels voel ons dat ons eintlik nie so spesiaal is nie.,0,0.0,0,0,1,0.0,['sadness'],afrikaans,train,wel dikwels voel ons dat ons eintlik nie so spesiaal is nie
afr_train_track_a_00110,laat ons ook met mekaar praat in die verskillende tale van ons land.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,laat ons ook met mekaar praat in die verskillende tale van ons land
afr_train_track_a_00111,"wat 'n dag moes wees met 'n tydelike afskeid omdat mense werk toe gegaan het, het 'n permanente afskeid geword.",0,0.0,0,0,1,0.0,['sadness'],afrikaans,train,wat n dag moes wees met n tydelike afskeid omdat mense werk toe gegaan het het n permanente afskeid geword
afr_train_track_a_00112,in desember 2009 het die kabinet 'n omkeerstrategie vir die plaaslike regering goedgekeur.,0,0.0,0,0,0,0.0,[],afrikaans,train,in desember 2009 het die kabinet n omkeerstrategie vir die plaaslike regering goedgekeur
afr_train_track_a_00113,om in hulle te belê is inderdaad 'n strategiese belegging.,0,0.0,0,1,0,0.0,['joy'],afrikaans,train,om in hulle te belê is inderdaad n strategiese belegging
afr_train_track_a_00114,"so byvoorbeeld het die verbruikersprysindeks vir voedsel (vpi-voedsel) oor die tydperk april 2007 tot april 2008 met 15,7 percent gestyg.",0,0.0,0,1,0,0.0,['joy'],afrikaans,train,so byvoorbeeld het die verbruikersprysindeks vir voedsel vpivoedsel oor die tydperk april 2007 tot april 2008 met 157 percent gestyg
